,Id,Neighborhood,BedroomAbvGr,GrLivArea,YearBuilt,SalePrice
681,682,SWISU,3,1520,1932,159434
682,683,ClearCr,2,1291,1996,173000
683,684,CollgCr,3,1668,2002,285000
684,685,NoRidge,4,1839,1998,221000
685,686,StoneBr,3,2090,1984,207500
686,687,Somerst,3,1761,2007,227875
687,688,Somerst,2,1102,2004,148800
688,689,StoneBr,2,1419,2007,392000
689,690,NridgHt,2,1362,2005,194700
690,691,CollgCr,1,848,2004,141000
691,692,NoRidge,4,4316,1994,755000
692,693,Timber,4,2519,1989,335000
693,694,OldTown,2,1073,1921,108480
694,695,BrkSide,3,1539,1936,141500
695,696,Timber,2,1137,1987,176000
696,697,BrkSide,2,616,1921,89000
697,698,Edwards,2,1148,1952,123500
698,699,Sawyer,3,894,1965,138500
699,700,Somerst,2,1391,2004,196000
700,701,Timber,3,1800,2002,312500
701,702,NWAmes,3,1164,1969,140000
702,703,StoneBr,4,2576,2006,361919
703,704,OldTown,4,1812,1900,140000
704,705,CollgCr,3,1484,2004,213000
705,706,IDOTRR,3,1092,1930,55000
706,707,ClearCr,2,1824,1971,302000
707,708,NridgHt,2,1324,2006,254000
708,709,Gilbert,3,1456,2007,179540
709,710,Sawyer,3,904,1966,109900
710,711,BrkSide,2,729,1935,52000
711,712,IDOTRR,2,1178,1900,102776
712,713,StoneBr,2,1228,1988,189000
713,714,BrkSide,3,960,1970,129000
714,715,Sawyer,3,1479,1976,130500
715,716,NWAmes,3,1350,1974,165000
716,717,OldTown,3,2554,1890,159500
717,718,NWAmes,3,1178,1973,157000
718,719,NoRidge,3,2418,1993,341000
719,720,CollgCr,3,971,1969,128500
720,721,StoneBr,2,1742,1985,275000
721,722,CollgCr,1,848,2004,143000
722,723,NAmes,3,864,1970,124500
723,724,Edwards,4,1470,1954,135000
724,725,Edwards,3,1698,2007,320000
725,726,NAmes,3,864,1970,120500
726,727,Crawfor,3,1680,1988,222000
727,728,CollgCr,2,1232,2007,194500
728,729,NAmes,4,1776,1958,110000
729,730,IDOTRR,2,1208,1925,103000
730,731,StoneBr,2,1616,1995,236500
731,732,Timber,3,1146,2003,187500
732,733,CollgCr,3,2031,1998,222500
733,734,Sawyer,3,1144,1961,131400
734,735,Sawyer,3,948,1968,108000
735,736,OldTown,2,1768,1914,163000
736,737,NAmes,2,1040,1950,93500
737,738,Gilbert,3,1801,2005,239900
738,739,Edwards,3,1200,1987,179000
739,740,CollgCr,3,1728,2004,190000
740,741,OldTown,2,1432,1910,132000
741,742,Sawyer,3,912,1961,142000
742,743,SawyerW,3,1349,2000,179000
743,744,Sawyer,3,1464,1963,175000
744,745,StoneBr,2,1337,1993,180000
745,746,NWAmes,4,2715,1976,299800
746,747,Gilbert,4,2256,2000,236000
747,748,OldTown,4,2640,1880,265979
748,749,NoRidge,3,1720,1996,260400
749,750,Edwards,4,1529,1945,98000
750,751,OldTown,3,1140,1910,96500
751,752,Gilbert,3,1320,2003,162000
752,753,CollgCr,3,1494,1997,217000
753,754,NridgHt,3,2098,2005,275500
754,755,NAmes,3,1026,1969,156000
755,756,Somerst,3,1471,1999,172500
756,757,CollgCr,3,1768,2007,212000
757,758,Sawyer,3,1386,1978,158900
758,759,Somerst,3,1501,1999,179400
759,760,NoRidge,4,2531,1995,290000
760,761,NAmes,2,864,1959,127500
761,762,BrkSide,2,1301,1924,100000
762,763,Somerst,3,1547,2009,215200
763,764,NoRidge,3,2365,1999,337000
764,765,Veenker,2,1494,1995,270000
765,766,Somerst,2,1506,2008,264132
766,767,NWAmes,3,1714,1988,196500
767,768,Mitchel,4,1750,1940,160000
768,769,CollgCr,3,1836,2004,216837
769,770,StoneBr,4,3279,2003,538000
770,771,Sawyer,2,858,1982,134900
771,772,Edwards,2,1220,1951,102000
772,773,Edwards,3,1117,1976,107000
773,774,NAmes,2,912,1958,114500
774,775,NridgHt,3,1973,2006,395000
775,776,Mitchel,2,1204,1998,162000
776,777,CollgCr,3,1614,2005,221500
777,778,Sawyer,3,894,1974,142500
778,779,SawyerW,4,2020,1977,144000
779,780,Mitchel,2,1004,1977,135000
780,781,Gilbert,3,1253,1995,176000
781,782,SawyerW,3,1603,1992,175900
782,783,CollgCr,3,1430,2001,187100
783,784,Mitchel,1,1110,1978,165500
784,785,OldTown,3,1484,1914,128000
785,786,NWAmes,3,1342,1967,161500
786,787,OldTown,4,1652,1915,139000
787,788,SawyerW,4,2084,2004,233000
788,789,OldTown,2,901,1954,107900
789,790,ClearCr,5,2087,1966,187500
790,791,Blmngtn,2,1145,2005,160200
791,792,Mitchel,3,1062,1976,146800
792,793,NoRidge,3,2013,1996,269790
793,794,Somerst,3,1496,2007,225000
794,795,Gilbert,3,1895,1994,194500
795,796,SawyerW,3,1564,1980,171000
796,797,Sawyer,3,1285,1977,143500
797,798,NAmes,2,773,1953,110000
798,799,NridgHt,4,3140,2008,485000
799,800,SWISU,3,1768,1937,175000
800,801,ClearCr,4,1688,1997,200000
801,802,IDOTRR,2,1196,1916,109900
802,803,CollgCr,3,1456,2005,189000
803,804,NridgHt,4,2822,2008,582933
804,805,NAmes,2,1128,1954,118000
805,806,Somerst,3,1428,2008,227680
806,807,NAmes,3,980,1967,135500
807,808,BrkSide,3,1576,1923,223500
808,809,NAmes,3,1086,1966,159950
809,810,OldTown,2,2138,1898,106000
810,811,NWAmes,3,1309,1974,181000
811,812,CollgCr,1,848,2004,144500
812,813,IDOTRR,2,1044,1952,55993
813,814,NAmes,4,1442,1958,157900
814,815,Edwards,3,1250,1918,116000
815,816,CollgCr,3,1661,1998,224900
816,817,NAmes,2,1008,1954,137000
817,818,Mitchel,3,1689,2002,271000
818,819,ClearCr,3,1052,1971,155000
819,820,NridgHt,2,1358,2009,224000
820,821,CollgCr,3,1640,2003,183000
821,822,OldTown,2,936,1953,93000
822,823,Gilbert,3,1733,2003,225000
823,824,SWISU,3,1489,1940,139500
824,825,Somerst,3,1489,2006,232600
825,826,NridgHt,2,2084,2007,385000
826,827,BrkSide,2,784,1924,109500
827,828,SawyerW,3,1434,2001,189000
828,829,ClearCr,3,2126,1967,185000
829,830,Somerst,2,1223,2005,147400
830,831,NAmes,3,1392,1957,166000
831,832,Somerst,2,1200,2005,151000
832,833,CollgCr,3,1829,2003,237000
833,834,NAmes,3,1516,1964,167000
834,835,NAmes,3,1144,1961,139950
835,836,Sawyer,2,1067,1950,128000
836,837,OldTown,2,1559,1948,153500
837,838,BrDale,2,987,1973,100000
838,839,CollgCr,3,1099,1995,144000
839,840,Edwards,3,1200,1946,130500
840,841,SWISU,4,1482,1925,140000
841,842,OldTown,3,1539,1904,157500
842,843,NAmes,3,1165,1966,174900
843,844,NAmes,6,1800,1961,141000
844,845,OldTown,4,1416,1915,153900
845,846,Sawyer,3,1701,1975,171000
846,847,SawyerW,3,1775,1993,213000
847,848,CollgCr,3,864,1972,133500
848,849,ClearCr,5,2358,1908,240000
849,850,Veenker,3,1855,1976,187000
850,851,CollgCr,1,848,2003,131500
851,852,Blmngtn,2,1456,2003,215000
852,853,Crawfor,4,1646,1941,164000
853,854,NAmes,3,1445,1964,158000
854,855,Sawyer,3,1779,1955,170000
855,856,Sawyer,3,1040,1962,127000
856,857,CollgCr,3,1026,1978,147000
857,858,Gilbert,3,1481,1994,174000
858,859,NWAmes,3,1370,1976,152000
859,860,NWAmes,4,2654,1968,250000
860,861,Crawfor,3,1426,1918,189950
861,862,Sawyer,3,1039,1965,131500
862,863,SawyerW,3,1097,1984,152000
863,864,NAmes,3,1148,1959,132500
864,865,Somerst,3,1372,2007,250580
865,866,NAmes,3,1002,1970,148500
866,867,Timber,3,1646,2006,248900
867,868,Sawyer,3,1120,1961,129000
868,869,Gilbert,2,2320,1948,169000
869,870,SawyerW,3,1949,1993,236000
870,871,NAmes,2,894,1962,109500
871,872,CollgCr,3,1682,1998,200500
872,873,NAmes,3,910,1953,116000
873,874,NAmes,3,1268,1949,133000
874,875,OldTown,3,1131,1941,66500
875,876,Somerst,4,2610,2007,303477
876,877,Mitchel,3,1040,1963,132250
877,878,NridgHt,4,2224,2004,350000
878,879,Sawyer,3,1155,1961,148000
879,880,CollgCr,3,864,1978,136500
880,881,Edwards,2,1090,2005,157000
881,882,Timber,3,1717,1990,187500
882,883,Gilbert,3,1593,1992,178000
883,884,SWISU,5,2230,1912,118500
884,885,NAmes,3,892,1967,100000
885,886,Somerst,2,1709,1999,328900
886,887,NAmes,4,1712,1959,145000
887,888,Edwards,3,1393,1955,135500
888,889,NAmes,4,2217,1970,268000
889,890,NAmes,2,1505,1953,149500
890,891,NAmes,3,924,1949,122900
891,892,Sawyer,3,1683,1978,172500
892,893,Sawyer,3,1068,1963,154500
893,894,Sawyer,3,1383,1954,165000
894,895,SawyerW,4,1535,1979,118858
895,896,NAmes,4,1796,1963,140000
896,897,IDOTRR,2,951,1936,106500
897,898,SawyerW,6,2240,1979,142953
898,899,NridgHt,2,2364,2009,611657
899,900,Sawyer,3,1236,1961,135000
900,901,NAmes,2,858,1971,110000
901,902,NAmes,2,1306,1957,153000
902,903,Gilbert,3,1509,2003,180000
903,904,Gilbert,3,1670,2006,240000
904,905,Sawyer,3,902,1967,125500
905,906,NAmes,3,1063,1954,128000
906,907,Somerst,3,1636,2006,255000
907,908,Crawfor,3,2057,1936,250000
908,909,Mitchel,2,902,1983,131000
909,910,Gilbert,3,1484,2005,174000
910,911,NAmes,5,2274,1960,154300
911,912,CollgCr,3,1268,1977,143500
912,913,BrkSide,3,1015,1925,88000
913,914,Crawfor,4,2002,1949,145000
914,915,Somerst,2,1224,2009,173733
915,916,MeadowV,3,1092,1970,75000
916,917,IDOTRR,1,480,1949,35311
917,918,Edwards,3,1229,1956,135000
918,919,SawyerW,4,2127,1991,238000
919,920,NAmes,3,1414,1958,176500
920,921,SawyerW,3,1721,1994,201000
921,922,Edwards,4,2200,1900,145900
922,923,Gilbert,3,1316,2005,169990
923,924,SawyerW,2,1617,1993,193000
924,925,NWAmes,3,1686,1980,207500
925,926,NWAmes,3,1126,1977,175000
926,927,NridgHt,4,2374,2003,285000
927,928,NWAmes,4,1978,1968,176000
928,929,CollgCr,3,1788,2001,236500
929,930,Gilbert,4,2236,1997,222000
930,931,Timber,3,1466,2007,201000
931,932,NAmes,2,925,1965,117500
932,933,Somerst,3,1905,2006,320000
933,934,CollgCr,3,1500,2004,190000
934,935,NAmes,4,2069,1960,242000
935,936,BrkSide,1,747,1926,79900
936,937,SawyerW,2,1200,2003,184900
937,938,Somerst,3,1971,2005,253000
938,939,CollgCr,3,1962,2006,239799
939,940,ClearCr,4,2403,1940,244400
940,941,Mitchel,4,1728,1976,150900
941,942,Gilbert,3,2060,1999,214000
942,943,Edwards,4,1440,1977,150000
943,944,Mitchel,4,1632,1967,143000
944,945,Timber,3,1344,1958,137500
945,946,OldTown,2,1869,1890,124900
946,947,NAmes,3,1144,1959,143000
947,948,Timber,3,1629,2002,270000
948,949,CollgCr,3,1776,2002,192500
949,950,NWAmes,3,1381,1972,197500
950,951,NAmes,3,864,1950,129000
951,952,SawyerW,3,965,1965,119900
952,953,CollgCr,2,768,1972,133900
953,954,Mitchel,4,1968,1969,172000
954,955,Edwards,4,980,1975,127500
955,956,Crawfor,4,1958,1946,145000
956,957,Blueste,2,1229,1980,124000
957,958,Sawyer,3,1057,1962,132000
958,959,CollgCr,3,1337,2003,185000
959,960,Somerst,3,1416,1999,155000
960,961,BrkSide,2,858,1958,116500
961,962,NWAmes,4,2872,1977,272000
962,963,NPkVill,3,1548,1976,155000
963,964,CollgCr,2,1800,2007,239000
964,965,Timber,4,1894,2002,214900
965,966,Gilbert,3,1484,2005,178900
966,967,Crawfor,2,1308,1940,160000
967,968,NAmes,3,1098,1955,135000
968,969,OldTown,2,968,1910,37900
969,970,NAmes,2,1095,1958,140000
970,971,NAmes,4,1192,1949,135000
971,972,NridgHt,2,1626,2003,173000
972,973,SawyerW,2,918,1979,99500
973,974,Somerst,3,1428,2007,182000
974,975,BrkSide,3,2019,1910,167500
975,976,Somerst,3,1382,2000,165000
976,977,BrkSide,2,869,1923,85500
977,978,Somerst,1,1241,2006,199900
978,979,Edwards,3,894,1954,110000
979,980,Sawyer,3,1121,1963,139000
980,981,NAmes,3,999,1961,178400
981,982,NoRidge,4,2612,1998,336000
982,983,Blmngtn,2,1266,2007,159895
983,984,CollgCr,4,2290,2002,255900
984,985,Mitchel,4,1734,1977,126000
985,986,Edwards,3,1164,1950,125000
986,987,OldTown,2,1635,1910,117000
987,988,NridgHt,3,1940,2009,395192
988,989,NWAmes,4,2030,1976,195000
989,990,Somerst,3,1576,2006,197000
990,991,NoRidge,3,2392,1997,348000
991,992,OldTown,4,1742,1882,168000
992,993,NAmes,3,1851,1964,187000
993,994,CollgCr,3,1500,2005,173900
994,995,NridgHt,3,1718,2006,337500
995,996,BrkSide,3,1230,1946,121600
996,997,NAmes,3,1050,1961,136500
997,998,NWAmes,2,1442,1970,185000
998,999,IDOTRR,3,1077,1922,91000
999,1000,CollgCr,2,1208,2006,206000
1000,1001,Edwards,2,944,1952,82000
1001,1002,OldTown,2,691,1920,86000
1002,1003,Somerst,3,1574,2006,232000
1003,1004,NWAmes,4,1680,1976,136905
1004,1005,Blmngtn,1,1504,2005,181000
1005,1006,CollgCr,3,985,1977,149900
1006,1007,NAmes,3,1657,1970,163500
1007,1008,MeadowV,3,1092,1970,88000
1008,1009,Mitchel,3,1710,2004,240000
1009,1010,SWISU,4,1522,1926,102000
1010,1011,Sawyer,4,1271,1948,135000
1011,1012,Edwards,4,1664,1965,100000
1012,1013,Crawfor,3,1502,1923,165000
1013,1014,OldTown,2,1022,1910,85000
1014,1015,NAmes,2,1082,1948,119200
1015,1016,NWAmes,3,1665,2001,227000
1016,1017,CollgCr,3,1504,1996,203000
1017,1018,StoneBr,1,1360,1984,187500
1018,1019,Gilbert,3,1472,1991,160000
1019,1020,Blmngtn,2,1506,2005,213490
1020,1021,Edwards,2,1132,2005,176000
1021,1022,CollgCr,2,1220,2006,194000
1022,1023,OldTown,2,1248,1930,87000
1023,1024,Blmngtn,2,1504,2005,191000
1024,1025,Timber,2,2898,1976,287000
1025,1026,CollgCr,3,882,1972,112500
1026,1027,NAmes,3,1264,1960,167500
1027,1028,Timber,3,1646,2007,293077
1028,1029,NAmes,3,1376,1941,105000
1029,1030,BrDale,3,1218,1972,118000
1030,1031,SWISU,5,1928,1916,160000
1031,1032,SWISU,5,3082,1920,197000
1032,1033,NoRidge,5,2520,1993,310000
1033,1034,CollgCr,3,1654,2002,230000
1034,1035,Crawfor,2,954,1938,119750
1035,1036,Edwards,3,845,1957,84000
1036,1037,Timber,2,1620,2007,315500
1037,1038,CollgCr,3,2263,2001,287000
1038,1039,MeadowV,3,1344,1970,97000
1039,1040,MeadowV,1,630,1970,80000
1040,1041,Sawyer,3,1803,1957,155000
1041,1042,NWAmes,4,1632,1966,173000
1042,1043,NridgHt,1,1306,2005,196000
1043,1044,SawyerW,4,2329,1990,262280
1044,1045,NWAmes,4,2524,1981,278000
1045,1046,Edwards,4,1733,1955,139600
1046,1047,StoneBr,4,2868,2005,556581
1047,1048,CollgCr,3,990,1994,145000
1048,1049,Mitchel,3,1771,1960,115000
1049,1050,Edwards,2,930,1946,84900
1050,1051,Gilbert,3,1302,2007,176485
1051,1052,CollgCr,3,1316,2007,200141
1052,1053,NAmes,4,1977,1964,165000
1053,1054,Edwards,4,1526,1957,144500
1054,1055,CollgCr,3,1989,2002,255000
1055,1056,NWAmes,3,1523,1976,180000
1056,1057,NridgHt,2,1364,2005,185850
1057,1058,NoRidge,3,1850,1994,248000
1058,1059,NridgHt,3,2184,2008,335000
1059,1060,Crawfor,3,1991,1932,220000
1060,1061,StoneBr,2,1338,2001,213500
1061,1062,IDOTRR,2,894,1935,81000
1062,1063,OldTown,5,2337,1900,90000
1063,1064,OldTown,2,1103,1925,110500
1064,1065,NAmes,3,1154,1966,154000
1065,1066,ClearCr,3,2260,1996,328000
1066,1067,Gilbert,3,1571,1993,178000
1067,1068,NAmes,4,1611,1964,167900
1068,1069,MeadowV,5,2521,1973,151400
1069,1070,NAmes,2,893,1949,135000
1070,1071,NAmes,3,1048,1956,135000
1071,1072,NWAmes,4,1556,1968,154000
1072,1073,Edwards,4,1456,1948,91500
1073,1074,Edwards,3,1426,1977,159500
1074,1075,CollgCr,2,1240,2006,194000
1075,1076,Crawfor,3,1740,1940,219500
1076,1077,OldTown,3,1466,1936,170000
1077,1078,NAmes,3,1096,1969,138800
1078,1079,CollgCr,1,848,2004,155900
1079,1080,CollgCr,3,990,1994,126000
1080,1081,NWAmes,3,1258,1971,145000
1081,1082,Sawyer,3,1040,1963,133000
1082,1083,CollgCr,3,1459,2002,192000
1083,1084,NAmes,3,1251,1964,160000
1084,1085,Gilbert,3,1498,1995,187500
1085,1086,SawyerW,2,996,1992,147000
1086,1087,MeadowV,3,1092,1973,83500
1087,1088,Somerst,3,1953,2005,252000
1088,1089,Edwards,3,1709,2004,137500
1089,1090,Somerst,1,1247,2005,197000
1090,1091,NAmes,2,1040,1950,92900
1091,1092,Somerst,2,1252,1999,160000
1092,1093,SWISU,4,1694,1925,136500
1093,1094,NAmes,1,1200,1965,146000
1094,1095,NAmes,2,936,1956,129000
1095,1096,CollgCr,3,1314,2006,176432
1096,1097,IDOTRR,3,1355,1914,127000
1097,1098,StoneBr,2,1088,1986,170000
1098,1099,BrkSide,3,1324,1936,128000
1099,1100,NWAmes,3,1601,1978,157000
1100,1101,SWISU,1,438,1920,60000
1101,1102,NAmes,3,950,1971,119500
1102,1103,NAmes,2,1134,1960,135000
1103,1104,NAmes,3,1194,1959,159500
1104,1105,BrDale,3,1302,1970,106000
1105,1106,NoRidge,3,2622,1994,325000
1106,1107,SawyerW,3,1442,1990,179900
1107,1108,Gilbert,3,2021,2006,274725
1108,1109,Gilbert,3,1690,2000,181000
1109,1110,NridgHt,3,1836,2004,280000
1110,1111,Gilbert,3,1658,1995,188000
1111,1112,NWAmes,4,1964,1976,205000
1112,1113,NAmes,2,816,1957,129900
1113,1114,NAmes,2,1008,1953,134500
1114,1115,OldTown,2,833,1954,117000
1115,1116,NridgHt,3,1734,2007,318000
1116,1117,Gilbert,3,1419,2002,184100
1117,1118,Sawyer,3,894,1967,130000
1118,1119,Sawyer,3,1601,1958,140000
1119,1120,NAmes,3,1040,1959,133700
1120,1121,IDOTRR,2,1012,1920,118400
1121,1122,CollgCr,3,1552,2005,212900
1122,1123,Edwards,3,960,1956,112000
1123,1124,Edwards,2,698,1947,118000
1124,1125,Gilbert,3,1482,1992,163900
1125,1126,NAmes,2,1005,1955,115000
1126,1127,Blmngtn,2,1555,2007,174000
1127,1128,Gilbert,3,1530,2004,259000
1128,1129,Gilbert,4,1959,2004,215000
1129,1130,OldTown,2,936,1980,140000
1130,1131,SWISU,4,1981,1928,135000
1131,1132,Mitchel,3,974,1991,93500
1132,1133,OldTown,5,2210,1880,117500
1133,1134,SawyerW,3,2020,1995,239500
1134,1135,Gilbert,3,1600,1997,169000
1135,1136,BrkSide,2,986,1926,102000
1136,1137,NAmes,3,1252,1950,119000
1137,1138,Sawyer,2,1020,1875,94000
1138,1139,Mitchel,2,1567,1977,196000
1139,1140,BrkSide,3,1167,1920,144000
1140,1141,NAmes,2,952,1951,139000
1141,1142,NWAmes,4,1868,1976,197500
1142,1143,CollgCr,4,2828,2006,424870
1143,1144,Sawyer,3,1006,1959,80000
1144,1145,Edwards,2,924,1941,80000
1145,1146,BrkSide,3,1576,1928,149000
1146,1147,SawyerW,3,1298,1985,180000
1147,1148,Crawfor,3,1564,1941,174500
1148,1149,OldTown,2,1111,1926,116900
1149,1150,OldTown,3,1482,1920,143000
1150,1151,NAmes,2,932,1950,124000
1151,1152,Edwards,3,1466,1959,149900
1152,1153,Crawfor,2,1811,1956,230000
1153,1154,IDOTRR,2,816,1930,120500
1154,1155,NAmes,4,1820,1965,201800
1155,1156,Veenker,3,1437,1976,218000
1156,1157,NAmes,3,1265,1965,179900
1157,1158,NridgHt,2,1314,2007,230000
1158,1159,Somerst,3,1580,2007,235128
1159,1160,NWAmes,4,1876,1974,185000
1160,1161,NPkVill,3,1456,1978,146000
1161,1162,Crawfor,3,1640,1954,224000
1162,1163,Sawyer,3,894,1968,129000
1163,1164,Sawyer,0,1258,1969,108959
1164,1165,Veenker,2,1432,1978,194000
1165,1166,NridgHt,3,1502,2009,233170
1166,1167,CollgCr,3,1694,2008,245350
1167,1168,Gilbert,3,1671,2000,173000
1168,1169,Edwards,4,2108,1935,235000
1169,1170,NoRidge,4,3627,1995,625000
1170,1171,Mitchel,3,1118,1977,171000
1171,1172,NAmes,3,1261,1958,163000
1172,1173,Somerst,2,1250,2006,171900
1173,1174,ClearCr,3,3086,1946,200500
1174,1175,Crawfor,4,2345,1932,239000
1175,1176,NoRidge,4,2872,1992,285000
1176,1177,Mitchel,3,923,1984,119500
1177,1178,OldTown,3,1224,1926,115000
1178,1179,Crawfor,3,1343,1921,154900
1179,1180,Edwards,3,1124,1954,93000
1180,1181,Timber,4,2514,1990,250000
1181,1182,Crawfor,2,1652,2008,392500
1182,1183,NoRidge,4,4476,1996,745000
1183,1184,OldTown,2,1130,1920,120000
1184,1185,Timber,3,1572,1963,186700
1185,1186,Edwards,4,1221,1924,104900
1186,1187,OldTown,3,1699,1900,95000
1187,1188,NoRidge,2,1624,1994,262000
1188,1189,CollgCr,3,1660,2002,195000
1189,1190,Gilbert,3,1804,1999,189000
1190,1191,Mitchel,3,1622,1961,168000
1191,1192,Somerst,2,1441,1999,174000
1192,1193,OldTown,3,1472,1925,125000
1193,1194,Mitchel,2,1224,1999,165000
1194,1195,Sawyer,4,1352,1969,158000
1195,1196,Gilbert,3,1456,2005,176000
1196,1197,Gilbert,4,1863,2006,219210
1197,1198,OldTown,3,1690,1916,144000
1198,1199,CollgCr,3,1212,2001,178000
1199,1200,Sawyer,3,1382,1963,148000
1200,1201,NAmes,3,864,1970,116050
1201,1202,CollgCr,3,1779,1998,197900
1202,1203,BrkSide,3,1348,1925,117000
1203,1204,CollgCr,3,1630,2000,213000
1204,1205,NWAmes,3,1074,1975,153500
1205,1206,SawyerW,3,2196,1990,271900
1206,1207,SawyerW,2,1056,1966,107000
1207,1208,CollgCr,3,1700,2003,200000
1208,1209,NAmes,3,1283,1962,140000
1209,1210,Somerst,3,1660,2006,290000
1210,1211,SawyerW,3,1845,1992,189000
1211,1212,Gilbert,4,1752,1988,164000
1212,1213,Edwards,2,672,1941,113000
1213,1214,Sawyer,0,960,1965,145000
1214,1215,NAmes,3,999,1962,134500
1215,1216,Sawyer,3,894,1966,125000
1216,1217,Sawyer,4,1902,1978,112000
1217,1218,Somerst,3,1314,2009,229456
1218,1219,BrkSide,2,912,1947,80500
1219,1220,BrDale,3,1218,1971,91500
1220,1221,NAmes,2,912,1964,115000
1221,1222,Sawyer,3,1211,1968,134000
1222,1223,NAmes,3,1846,1949,143000
1223,1224,NAmes,4,2136,1951,137900
1224,1225,Gilbert,3,1490,2004,184000
1225,1226,NAmes,3,1138,1958,145000
1226,1227,Somerst,4,1933,2007,214000
1227,1228,NAmes,2,912,1965,147000
1228,1229,NridgHt,1,1702,2008,367294
1229,1230,NAmes,4,1507,1960,127000
1230,1231,Sawyer,4,2620,1977,190000
1231,1232,NAmes,3,1190,1962,132500
1232,1233,NAmes,2,1224,1962,101800
1233,1234,NAmes,3,1188,1959,142000
1234,1235,SWISU,4,1964,1911,130000
1235,1236,Crawfor,4,1784,1914,138887
1236,1237,NridgHt,2,1626,2003,175500
1237,1238,CollgCr,4,1948,2004,195000
1238,1239,SawyerW,3,1141,2005,142500
1239,1240,Timber,2,1484,2006,265900
1240,1241,CollgCr,3,1768,2003,224900
1241,1242,Somerst,3,1689,2007,248328
1242,1243,NWAmes,3,1173,1974,170000
1243,1244,NridgHt,2,2076,2006,465000
1244,1245,Crawfor,3,1517,1929,230000
1245,1246,NWAmes,3,1868,1984,178000
1246,1247,Somerst,3,1553,2005,186500
1247,1248,Mitchel,3,1034,1976,169900
1248,1249,OldTown,3,2058,1917,129500
1249,1250,NAmes,3,988,1950,119000
1250,1251,NAmes,3,2110,1968,244000
1251,1252,NridgHt,2,1405,2003,171750
1252,1253,Mitchel,3,874,1968,130000
1253,1254,Veenker,3,2167,1974,294000
1254,1255,Edwards,3,1656,2003,165400
1255,1256,BrkSide,3,1367,1931,127500
1256,1257,NoRidge,2,1987,1994,301500
1257,1258,Edwards,2,864,1922,99900
1258,1259,Gilbert,2,1166,2005,190000
1259,1260,NAmes,3,1054,1969,151000
1260,1261,Gilbert,3,1675,1999,181000
1261,1262,NAmes,2,1050,1956,128900
1262,1263,ClearCr,5,1788,1957,161500
1263,1264,BrkSide,3,1824,1919,180500
1264,1265,NAmes,2,1337,1998,181000
1265,1266,Somerst,3,1452,1999,183900
1266,1267,OldTown,4,1889,1910,122000
1267,1268,Timber,3,2018,2008,378500
1268,1269,Crawfor,4,3447,1935,381000
1269,1270,NAmes,3,1524,1958,144000
1270,1271,ClearCr,0,1524,1979,260000
1271,1272,NWAmes,3,1489,1968,185750
1272,1273,Sawyer,3,935,1965,137000
1273,1274,Edwards,2,1357,1959,177000
1274,1275,Crawfor,3,1250,1910,139000
1275,1276,NAmes,4,1920,1948,137000
1276,1277,NWAmes,3,1395,1972,162000
1277,1278,NWAmes,3,1724,1967,197900
1278,1279,CollgCr,3,2031,2002,237000
1279,1280,IDOTRR,2,1128,1920,68400
1280,1281,CollgCr,3,1573,2002,227000
1281,1282,Timber,2,1339,1990,180000
1282,1283,CollgCr,3,1040,1977,150500
1283,1284,Mitchel,4,1824,1971,139000
1284,1285,SWISU,4,2447,1919,169000
1285,1286,BrkSide,4,1412,1939,132500
1286,1287,NWAmes,3,1328,1963,143000
1287,1288,ClearCr,4,1582,1964,190000
1288,1289,StoneBr,2,1659,2000,278000
1289,1290,NridgHt,3,1970,2006,281000
1290,1291,NAmes,3,1152,1964,180500
1291,1292,BrDale,3,1302,1972,119500
1292,1293,OldTown,4,2372,1892,107500
1293,1294,NWAmes,4,1664,1976,162900
1294,1295,Edwards,2,864,1955,115000
1295,1296,NAmes,3,1052,1968,138500
1296,1297,NAmes,3,1128,1963,155000
1297,1298,Edwards,2,1072,2005,140000
1298,1299,Edwards,3,5642,2008,160000
1299,1300,NAmes,3,1246,1959,154000
1300,1301,Gilbert,3,1983,1999,225000
1301,1302,Crawfor,3,1494,1942,177500
1302,1303,NoRidge,4,2526,1994,290000
1303,1304,Somerst,3,1616,2005,232000
1304,1305,Edwards,3,1708,2004,130000
1305,1306,NridgHt,2,1652,2006,325000
1306,1307,NridgHt,2,1368,2005,202500
1307,1308,CollgCr,3,990,1994,138000
1308,1309,OldTown,2,1122,1948,147000
1309,1310,SawyerW,3,1294,1991,179200
1310,1311,Crawfor,3,1902,1959,335000
1311,1312,CollgCr,3,1274,2005,203000
1312,1313,NoRidge,4,2810,1990,302000
1313,1314,NoRidge,4,2599,1999,333168
1314,1315,Edwards,3,948,1954,119000
1315,1316,NAmes,4,2112,1969,206900
1316,1317,CollgCr,3,1630,2008,295493
1317,1318,Somerst,2,1352,2006,208900
1318,1319,CollgCr,3,1787,2001,275000
1319,1320,Edwards,3,948,1954,111000
1320,1321,NAmes,3,1478,1957,156500
1321,1322,BrkSide,2,720,1949,72500
1322,1323,NoRidge,3,1923,1992,190000
1323,1324,BrkSide,2,708,1940,82500
1324,1325,Somerst,2,1795,2006,147000
1325,1326,IDOTRR,2,796,1922,55000
1326,1327,Edwards,3,774,1931,79000
1327,1328,Mitchel,3,816,1982,130500
1328,1329,OldTown,5,2792,1920,256000
1329,1330,Gilbert,3,1632,1998,176500
1330,1331,Somerst,3,1588,2006,227000
